159.49,572.95,252.08,542.62,204.17,406.26,883.87,109.74,286.74,458.5,686.59,189.68,215.05,132.02,404.87,399.15,230.36,103.32,188.6,132.46,,97.42,71.87,167.02,743.32,173.88,410.69,205.32,427.58,421.81,568.71,650.34,994.97,853.53,43.6,876.51,455.61,644.7,465.65,800.28,841.99,933.51,333.53,1205.12,783.43,69.99,654.03,177.98,544.49,455.68,644.3,296.72,483.66,388.47,82.19,656.08,118.02,1008.43,518.48,248.39,374.31,461.15,39.11,92.11,218.75,910.24,254.12,72.66,86.64,323.04,544.55,120.3,270.62,322.28,339.79,848.59,426.85,669.39,540.95,957.66,442.22,442.4,351.12,445.96,163.27,245.85,638.21,281.34,132.34,249.01,453.68,562.54,730.75,519.03,599.61,493.04,77.44,554.1,865.08,504.41,359.39,562.92
262.12,675.58,358.81,645.25,177.7,527.68,986.5,216.47,389.37,606.31,619.91,94.92,148.37,238.75,507.5,459.96,337.09,91.36,291.23,222.12,97.21,,26.79,273.76,676.64,276.51,513.32,307.95,530.21,524.44,671.34,583.66,1097.6,956.16,65.99,928.47,583.55,747.33,602.32,902.91,944.62,1036.14,258.53,1307.75,886.06,176.51,756.66,244.68,651.22,389,639.6,399.35,543.33,491.1,16.1,589.4,50.93,1111.06,621.11,153.63,476.94,563.78,136.32,198.85,321.38,1012.87,356.76,30.57,116.77,425.67,477.87,32.52,373.25,424.91,442.42,951.23,547.38,772.02,575.25,1060.29,544.85,545.03,364.42,548.59,210.7,352.59,740.84,383.98,37.58,296.44,492.37,495.86,833.38,482.94,532.93,426.36,110.08,487.42,967.71,607.04,462.02,665.55
236.5,649.96,333.19,619.63,201.82,483.27,960.88,190.85,363.75,535.5,644.03,119.04,172.48,213.12,481.88,440.76,311.47,87.81,265.61,196.5,71.58,26.77,,248.13,700.76,250.89,487.7,282.33,504.59,498.82,645.72,607.77,1071.97,930.54,40.36,952.59,524.88,721.7,542.66,877.29,919,1010.52,282.64,1282.12,860.43,150.89,731.04,219.05,625.59,413.12,663.71,373.72,567.45,465.47,11.54,613.52,47.38,1085.44,595.48,177.74,451.32,538.16,110.7,173.22,295.76,987.24,331.13,24.38,91.15,400.05,501.99,49.66,347.63,399.29,416.8,925.6,503.86,746.4,599.37,1034.66,519.23,519.41,372.93,522.96,185.08,326.96,715.21,358.35,61.69,270.82,516.49,519.97,807.76,507.06,557.05,450.48,84.45,511.54,942.09,581.42,436.4,639.92
45.12,460.75,109.68,409.93,173.79,294.07,726.36,85.62,174.55,346.3,554.97,366.23,218.89,35.82,292.67,286.95,87.96,269.66,74.8,56.06,167.18,273.82,248.27,,611.71,59.93,298.5,84.4,270.08,309.61,411.2,524.64,784.87,654.77,209.94,764.31,343.41,487.19,353.46,642.77,684.48,734.76,238.88,1006.36,629.2,100.01,496.52,87.39,402.09,351.22,532.11,184.52,371.46,276.27,258.58,530.39,294.42,809.68,360.97,326.19,262.12,348.95,127.97,81.19,97.99,711.48,141.93,249.05,236.86,210.84,459.86,296.7,158.42,210.09,162.08,691.09,314.65,557.2,428.76,747.56,330.02,330.21,238.01,333.76,85.65,81.34,483.82,169.15,308.74,154.37,341.49,436.84,573.25,406.83,473.92,367.35,163.73,428.41,707.57,392.22,247.19,405.41
574.45,241.41,722.1,329.09,576.52,322.6,731.74,712.26,462.82,265.85,59.66,694.67,547.33,606.62,355.47,330.89,700.38,769.65,548.37,644.76,743.03,676.46,700.51,615.25,,558.73,338.92,535.81,442.35,297.87,499.71,108.66,699.62,558.18,739.7,435.35,280.83,513.42,260.39,731.28,689.86,638.17,426.87,909.77,488.08,706.47,585.04,592.47,660.94,290.84,146.48,453.01,246.03,337.19,689.81,165.75,729.21,713.09,403.09,654.63,357.86,284.21,734.42,687.64,519.92,614.89,476.62,671.76,790.49,407.44,312.15,711.56,480.76,470.17,526.22,702.41,302.52,374.05,183.11,662.31,333.47,304.26,421.85,339.15,612.28,570.63,424.68,470.37,639.78,509.95,281.33,181.48,577.75,234.08,169.61,251.94,710.09,231.32,712.95,290.89,370.31,431.64
19.15,403.02,166.79,372.69,180.18,236.34,713.95,112.9,116.82,288.57,497.25,372.62,225.28,51.31,234.94,229.22,145.07,276.75,17.99,60.23,174.28,277.04,251.49,68.29,553.98,,240.77,31.51,257.66,251.88,398.78,466.91,825.04,683.6,217.03,706.58,285.68,474.77,295.73,630.35,672.06,763.59,183.76,1035.19,613.5,107.11,484.11,49.21,508.39,293.49,474.38,126.79,313.73,218.54,261.81,472.66,297.64,838.51,348.55,332.59,204.39,291.22,135.07,88.29,42.59,740.31,84.2,252.27,262.19,153.11,402.13,299.93,100.69,152.36,169.87,678.67,256.92,499.47,371.03,787.73,272.29,272.48,180.28,276.03,90.27,85.83,468.28,111.42,317.73,99.25,283.76,379.11,560.83,349.1,416.19,309.62,166.96,370.68,695.15,334.49,189.46,392.99
254.96,177.66,402.61,132.83,374.9,26.21,506.39,348.72,125.26,71.83,282.45,567.34,420,287.13,17.49,95.14,380.89,512.57,228.88,296.04,410.1,512.86,487.31,295.76,339.19,239.24,,216.32,104.38,41.5,204.91,260.5,585.18,443.74,452.85,481.22,69.08,267.22,77.19,436.48,464.51,523.73,316.38,795.33,373.64,342.93,290.24,285.11,366.14,167.48,274.18,114.96,100.59,23.86,497.63,286.22,533.46,598.65,141,527.3,43.18,60.34,370.88,324.11,200.43,500.45,157.13,488.09,498.01,95.28,292.93,535.74,144.2,132.2,188.25,471.12,47.12,259.61,156.24,547.87,32.44,41.59,185.57,36.17,327,251.14,228.42,150.88,512.45,243.95,85.91,171.97,353.27,139.3,229.75,153.83,402.77,225.65,487.6,94.63,60.65,185.44
50.67,381.33,181.58,351,211.79,214.64,692.25,144.42,95.13,266.88,475.55,404.23,256.89,82.83,213.25,207.53,159.86,308.28,14.26,91.75,205.8,308.56,283.02,84.42,532.29,31.51,219.08,,235.97,230.19,377.09,445.22,803.35,661.91,248.55,684.89,263.99,453.08,274.03,608.66,650.37,741.89,186.32,1013.5,591.81,138.63,462.41,80.82,475.48,271.8,452.69,105.1,292.04,196.85,293.33,450.96,329.17,816.81,326.86,364.2,182.7,269.53,166.59,119.81,17.03,718.62,62.51,283.79,293.71,131.42,380.43,331.45,79,130.66,136.96,656.98,235.23,477.78,349.34,766.04,250.6,250.79,158.59,254.34,121.8,56.22,446.59,89.73,349.34,88.86,262.07,357.42,539.13,327.41,394.49,287.92,198.48,348.98,673.46,312.79,167.77,371.3
273.25,281.14,367.28,161.73,421.66,122.64,456.74,353.15,163.62,175.31,385.93,614.1,466.76,303.56,87.26,176.22,345.56,530.86,247.16,314.33,428.38,531.14,505.6,270.12,442.67,257.53,104.39,234.61,,138.18,141.57,376.57,515.24,385.15,471.14,584.7,172.56,217.56,180.67,373.14,414.85,465.13,363.14,736.73,359.57,361.21,226.9,303.4,302.8,248.56,377.66,154.55,204.07,104.93,515.91,382.32,551.75,540.05,91.34,574.06,124.26,163.82,389.17,342.39,218.72,441.85,182.87,506.37,504.39,148.09,374.01,554.03,169.69,107.27,109.49,421.46,143.22,363.09,259.72,477.93,106.1,145.07,232.33,100.54,352.75,190.22,214.19,148.58,559.21,269.69,182.01,288.77,303.62,235.4,325.85,249.93,421.06,317.67,437.94,198.11,141.72,135.78
266.99,147.85,414.63,125.94,386.92,25.97,499.63,360.74,137.28,38.95,241.58,575.88,428.54,299.15,51.75,93.61,392.91,524.59,240.9,308.06,422.12,524.88,499.33,307.78,298.32,251.26,42,228.34,138.63,,202.92,243.54,578.26,436.82,464.87,451.41,30.02,260.46,40.07,434.49,457.75,516.8,308.09,788.41,366.72,354.95,288.24,297.13,364.14,172.06,218.72,126.98,61.52,34.54,509.65,249.28,545.48,591.72,134.24,535.85,55.2,36.05,382.91,336.13,212.45,493.53,169.15,500.11,510.03,107.3,285.18,547.77,156.22,145.94,220.35,464.36,14.82,252.68,115.37,540.95,31.52,17.3,197.59,42.35,339.03,263.16,221.52,162.9,520.99,255.97,66.78,155.74,346.51,102.36,192.81,134.69,414.8,206.52,480.84,87.73,72.67,178.68
413.6,327.32,404.72,196.89,562.01,229.27,424.54,493.89,303.97,232.4,443.03,754.45,607.11,444.3,220.55,298.2,486.3,671.21,387.51,454.68,568.73,671.49,645.95,410.86,499.76,397.88,204.01,374.96,141.24,202.99,,425.42,483.05,352.95,611.48,630.88,234,185.36,237.77,231.84,382.66,432.93,503.48,704.54,327.37,501.56,85.6,443.75,161.5,374.01,423.84,294.9,265.5,226.92,656.26,443.77,692.1,507.85,130.7,714.41,246.24,216.17,529.52,482.74,359.07,409.66,323.22,646.72,645.13,288.44,487.13,694.38,310.04,247.62,250.23,389.26,217.45,296.22,316.81,445.74,171.37,197.43,372.68,166.32,493.1,330.96,182,288.93,699.56,410.04,268.73,336.89,271.42,296.86,387.3,336.64,561.41,408.47,405.75,244.29,263.71,106.7
481.51,272.72,629.15,274.84,483.57,258.4,694.14,619.31,369.88,222.43,51.97,601.72,454.38,513.67,290.19,237.94,607.43,676.7,455.42,551.81,650.08,583.51,607.56,522.3,108.7,465.79,259.88,442.86,377.08,243.07,415.4,,730.93,589.49,646.76,466.66,195.23,454.96,216.96,646.97,652.26,669.48,333.93,941.08,519.39,613.52,500.73,499.52,576.63,197.9,177.79,360.06,161.41,272.99,596.87,120.98,636.27,744.39,328.74,561.69,293.65,230.59,641.48,594.7,426.98,646.2,383.67,578.81,697.54,314.5,204.26,618.62,387.82,363.35,434.87,658.86,233.37,405.36,128.86,693.62,249.78,229.92,328.9,254.84,519.34,477.68,370.43,377.42,546.83,417.01,207.07,88.53,541.02,141.13,61.72,158.99,617.14,123.43,675.35,236.64,277.36,373.18
838.98,459.22,882.63,458.39,958.91,610.22,157.82,868.51,709.28,561.77,681.91,1155.94,1008.6,871.15,601.51,679.16,860.91,1096.59,812.89,880.06,994.11,1096.87,1071.33,785.47,699.65,823.26,584.97,800.34,515.85,578.48,483.35,727.22,,144.09,1036.86,761.87,581.54,300.17,567.13,303.85,115.93,58.99,888.14,337.66,211.68,926.94,447.2,869.13,509.36,752.11,554.82,698.97,613.04,607.87,1081.64,821.17,1117.48,140.98,426.33,1115.9,627.2,543.7,954.9,908.12,784.45,81.44,741.14,1072.1,1019.74,679.29,865.23,1119.76,728.21,622.24,624.85,95.55,595.1,328.77,598.58,55.45,568.58,562.61,769.58,574.25,911.02,705.57,358.86,663.55,1101.05,827.97,646.83,670.13,212.89,674.25,764.69,714.75,986.79,786.57,139.03,493.11,644.66,383.81
697.54,317.78,752.02,316.95,817.47,468.78,209.68,791.3,567.84,420.33,540.48,1014.5,867.16,729.71,460.07,537.72,730.3,955.15,671.45,738.62,852.68,955.44,929.89,654.86,558.21,681.82,443.53,658.9,385.24,437.04,352.74,585.78,144.62,,895.43,620.43,440.1,169.56,425.69,355.71,167.79,92.02,746.7,363.62,70.24,785.51,438.06,727.69,513.96,610.67,413.38,557.53,471.6,466.43,940.2,679.73,976.04,166.94,295.72,974.46,485.76,402.26,813.46,766.68,643.01,68.74,599.71,930.67,940.58,537.85,723.79,978.32,586.78,491.63,494.24,147.41,453.66,187.34,457.15,107.31,427.14,421.17,628.15,432.81,769.58,574.96,217.42,532.94,959.61,686.53,505.39,528.69,82.58,532.81,623.26,573.31,845.35,645.13,190.89,351.67,503.23,253.2
